"topic"	"V1"	"V2"	"context"
"motor/noun/ad19990114/74559"	1.30769155871018	0.0455652471006916	"De <font color=red><b>motor</b></font> sputtert even en komt dan brullend tot leven ."
"motor/noun/ad19990130/11804"	-3.19194115037864	-12.8546187169492	"Cardanas Deze brengt de aandrijving bij een voorin gesitueerde <font color=red><b>motor</b></font> over op het differentieel , dat de achterwielen in beweging brengt ."
"motor/noun/ad19990130/13000"	-1.67184338244279	-11.4264573736495	"Kleppen Onderverdeeld in in- en uitlaatkleppen , regelen de ademhaling van de <font color=red><b>motor</b></font> ."
"motor/noun/ad19990130/13124"	-18.223080055745	-35.0066681919198	"Koppel is belangrijker dan vermogen , want het bepaalt de souplesse en trekkracht van de <font color=red><b>motor</b></font> ."
"motor/noun/ad19990206/14327"	-11.7425919027329	-9.82428350436261	"De <font color=red><b>motor</b></font> is krachtig genoeg voor een flinke klim ."
"motor/noun/ad19990213/40950"	-39.5281110149058	51.8528520452515	"Ogenschijnlijk een beetje springerig door het gebrek aan gewicht , terwijl de versies met de zwaardere <font color=red><b>motoren</b></font> precies genoeg zijn ingeveerd om tot een comfortabel weggedrag te komen ."
"motor/noun/ad19990220/6812"	-75.829328871959	-26.8373547312154	"De <font color=red><b>motoren</b></font> zijn krachtiger , maar op het gebied van de spreekwoordelijke Amerikaanse luxe laat het merk steekjes vallen ."
"motor/noun/ad19990403/3726"	-28.0090051495079	-4.1687097244437	"In dat jaar moet VW de merknaam overdragen aan BMW , die <font color=red><b>motoren</b></font> voor die auto's levert , maar VW-baas Piëch vindt dat onzin ."
"motor/noun/ad19990503/8187"	24.0087196164027	-24.4339996553906	"Tientallen tractors met brullende <font color=red><b>motoren</b></font> rijden tussen de volgepakte ezels en paarden ."
"motor/noun/ad19990512/18148"	41.412762706664	-30.4921672626683	"Van de <font color=red><b>motoren</b></font> is 75 procent verzekerd tegen diefstal ."
"motor/noun/ad19990610/64581"	-24.5185684120359	30.815714752697	"DE ZAAK : Meneer X kocht in 1995 voor zijn schip een nieuwe <font color=red><b>motor</b></font> ."
"motor/noun/ad19990617/67921"	-7.65262837593661	5.57541862169682	"En uitrusten , zich laven en de inwendige mens versterken kan temidden van Harley Davidson <font color=red><b>motoren</b></font> in het festival-café-restaurant in het Stedelijk Museum ."
"motor/noun/ad19990625/50029"	48.9566173746521	-40.9558130205338	"Ook wordt gecontroleerd of vaartuigen ( en <font color=red><b>motoren</b></font> ) zijn gestolen ."
"motor/noun/ad19990628/26602"	40.3417512438953	18.5445108325218	"Van de 110.000 bezoekers zaterdag tijdens de TT Assen , kwam bijna de helft op de <font color=red><b>motor</b></font> ."
"motor/noun/ad19990628/26635"	-72.0814767791793	-4.40771993377792	"Wat hen bindt , is de onvoorwaardelijke liefde voor hun <font color=red><b>motor</b></font> ."
"motor/noun/ad19990705/30738"	-23.6044265738892	17.4519182225352	"" Het circuit ligt mij en de <font color=red><b>motor</b></font> goed ."
"motor/noun/ad19990710/50798"	0.286282213919726	-31.5136997467642	"Afremmen op de <font color=red><b>motor</b></font> is er dan , als gevolg van de automaat , niet bij ."
"motor/noun/ad19990722/28103"	21.1964622371553	12.0651229367458	"18.08.98 : Rotterdam , PH-RAZ , SA226TC , Rijnmond Air Service : voor de start problemen met een <font color=red><b>motor</b></font> , niet opgestegen ."
"motor/noun/ad19990724/49819"	-26.0236977545331	-34.9376170078283	"De 111S heeft nu 143 in plaats van 120 pk en de <font color=red><b>motor</b></font> levert een hoger koppel op een breder toerental ."
"motor/noun/ad19990731/7079"	28.0317504885063	61.3185745103228	"Door de <font color=red><b>motor</b></font> gedaan . ""
"motor/noun/ad19990904/57483"	26.7428205038925	59.7113318726423	"De <font color=red><b>motor</b></font> pakt heel snel op , schakelen gaat snel en soepel en de remmen zijn krachtig ."
"motor/noun/ad19990925/24200"	-17.4782281898753	68.9095183335431	"Het VN-ingrijpen in Somalië in het begin van de jaren 90 was eerder een <font color=red><b>motor</b></font> van het conflict dan een rem erop ."
"motor/noun/ad19991002/68603"	484.331857403508	-105.107184117081	"Van voor tot achter is de Ibiza/Cordoba gewijzigd , het interieur is helemaal nieuw , de botsbestendigheid is verbeterd en de <font color=red><b>motoren</b></font> ( uit het Volkswagen-magazijn ) zijn onder handen genomen voor meer dynamiek en betere prestaties ."
"motor/noun/ad19991016/3437"	3.0684450890672	-58.883728314229	"Het maakt allemaal niks uit wat je doet , het draait om de <font color=red><b>motor</b></font> ."
"motor/noun/ad19991016/3600"	33.4736400692888	-23.5572599005735	"De strakke <font color=red><b>motoren</b></font> zijn eigenlijk de opvolgers van de klassieke customs , maar er was lange tijd geen naam voor die opvallende machines ."
"motor/noun/ad19991016/58216"	-15.1593025447257	6.13271323386944	"Sommige fabrikanten hebben slechts een handvol <font color=red><b>motoren</b></font> gebouwd ."
"motor/noun/ad19991106/63630"	-13.5597407558818	64.8809870249223	"En dat is gelukt , op de <font color=red><b>motor</b></font> van Audi , de schokbrekers van Koni en de remmen van AP na . ""
"motor/noun/ad19991204/50994"	-45.0051587669791	54.8625894072849	"Volledig drie-dimensionale circuits , agressieve coureurs , huiveringwekkende crashes en bovenal het gebrul van de zware <font color=red><b>motor</b></font> maken Nascar 3 tot een droom voor de ware racefan ."
"motor/noun/ad19991217/48984"	-12.9162543298942	34.6628386558815	"Een zeilboot zonder <font color=red><b>motor</b></font> zou dus vrijgesteld zijn ."
"motor/noun/ad20000122/10981"	-24.2034979449698	13.2140727853437	"In Engeland heeft Toyota 3300 mensen in dienst en twee fabrieken , waar 200.000 auto`s en <font color=red><b>motoren</b></font> worden gebouwd ."
"motor/noun/ad20000129/12264"	19.7039650416283	41.688152172716	"De eenvoudigste Joice heeft al een 2,0 liter <font color=red><b>motor</b></font> en kost toch niet meer dan ƒ39.990 ."
"motor/noun/ad20000229/3217"	28.2380109597468	-28.0553566872757	"Als de eerste schep zand over de kisten wordt gegooid , hoor je al <font color=red><b>motoren</b></font> ronken en wegrijden ."
