"topic"	"V1"	"V2"	"context"
"motor/noun/ad19990104/35426"	-17.7282130291133	24.306139099772	"" Als de <font color=red><b>motor</b></font> maar niet kapot gaat ..."
"motor/noun/ad19990109/4040"	-5.30391001866223	69.6025864299879	"De <font color=red><b>motor</b></font> produceert een aardig , grommend geluid ."
"motor/noun/ad19990109/7622"	31.0418038266312	7.11590236903872	"Dat was wel nodig ook , want de Neon toonde zich een ietwat krappe auto , met rumoerige <font color=red><b>motoren</b></font> en goedkoop aandoende techniek ."
"motor/noun/ad19990213/40888"	-39.4147950641423	-70.5815351281805	"Het lijkt alsof de Rover 75 is ontworpen voor sterke <font color=red><b>motoren</b></font> en de technische staf achteraf pas bedacht dat ook een instapmodel noodzakelijk was ."
"motor/noun/ad19990213/40910"	-17.6858326691094	39.6404155051288	"De auto met de viercilinder <font color=red><b>motor</b></font> is gewoon te licht ."
"motor/noun/ad19990220/6812"	24.0273022797464	5.19994059681193	"De <font color=red><b>motoren</b></font> zijn krachtiger , maar op het gebied van de spreekwoordelijke Amerikaanse luxe laat het merk steekjes vallen ."
"motor/noun/ad19990501/52065"	22.2547369365062	-73.1199661825713	"Sommigen sterven op topsnelheid in het harnas - anderen glijden uit het leven als de <font color=red><b>motor</b></font> stationair draait ."
"motor/noun/ad19990512/18368"	42.0909072515109	49.9918716827099	"Er is een handjevol gestolen scooters en <font color=red><b>motoren</b></font> dankzij de tags weer achterhaald " , zegt K. Kant van het Korps Landelijke Politiediensten ."
"motor/noun/ad19990522/81640"	-38.1574653890732	-48.771397302221	"Maar zelfs wanneer de <font color=red><b>motor</b></font> stationair draait , sta je te trillen van het geweld . ""
"motor/noun/ad19990525/28399"	17.1434391557154	16.3104767223108	"Er staat nu een professioneel team voor me klaar , met ervaren monteurs , een snelle <font color=red><b>motor</b></font> , een complete hospitality-unit ."
"motor/noun/ad19990612/11717"	13.0829305999865	-22.1625824903408	"Inspelend op de stijgende verwachtingen van de veeleisende klant , werden de <font color=red><b>motor</b></font> en de wielophanging verbeterd ."
"motor/noun/ad19990622/306"	-78.6201204195613	23.2093323548401	"Minister Netelenbos van Verkeer verbiedt de verkoop van <font color=red><b>motoren</b></font> met een topsnelheid van ver boven de 300 kilometer per uur ."
"motor/noun/ad19990624/51713"	37.6666215912231	14.784186313044	"Van alle typen <font color=red><b>motoren</b></font> die er verkocht worden zijn er momenteel twee die standaard de topsnelheid van 300 km/h zouden kunnen halen ."
"motor/noun/ad19990625/40731"	-85.4390902697491	13.8322037079096	"Ook wil zij <font color=red><b>motoren</b></font> die sneller kunnen rijden dan 300 kilometer per uur verbieden omdat dit de verkeersveiligheid in gevaar zou brengen ."
"motor/noun/ad19990628/26635"	32.5875114010172	1.5726774233853	"Wat hen bindt , is de onvoorwaardelijke liefde voor hun <font color=red><b>motor</b></font> ."
"motor/noun/ad19990628/26669"	-46.3978394225021	72.6556415143909	"Het liefst zou ik willen dat mijn hele <font color=red><b>motor</b></font> van chroom was ."
"motor/noun/ad19990628/26719"	27.2757221399746	-11.3133296170185	"Na elk ritje wil ik dat de <font color=red><b>motor</b></font> er weer piekfijn uitziet ."
"motor/noun/ad19990713/509"	-3.01846491452823	-79.5362684716776	"Zaterdag begaf één van de <font color=red><b>motoren</b></font> van een Garuda-Boeing het boven de stad , een paar dagen eerder maakte een Sabena-toestel een duikvlucht van 300 meter ."
"motor/noun/ad19990722/28804"	-27.6716017774129	29.4170755976057	"Propellers beschadigd , een <font color=red><b>motor</b></font> moest worden vervangen ."
"motor/noun/ad19990724/48915"	20.8628832476032	-2.04859020161989	"De <font color=red><b>motor</b></font> is stil , krachtig en soepel ."
"motor/noun/ad19990814/46942"	0.995984763340767	50.8313003067618	"Net als ik mijn eerste slok koffie neem en de krant opensla , hoor ik opnieuw lawaai van een <font color=red><b>motor</b></font> , anders en doordringender nu , als van een brommer met kapotte knalpijp ."
"motor/noun/ad19990816/24362"	-30.5870045849943	-65.7880889944167	"De <font color=red><b>motor</b></font> is sterker dan die van Ferrari en ook de wagens van Hakkinen en Coulthard zijn kilo's lichter dan die van de concurrentie ."
"motor/noun/ad19990821/15336"	-37.9181486906146	36.2664288122084	"Een formule-1-team zet ook niet vlak voor de start een nieuwe <font color=red><b>motor</b></font> in de racewagen " , zegt de Rabobank ."
"motor/noun/ad19990830/3665"	-31.9028118922404	33.0833661537209	"Volgens de KLM kan een Boeing 747 zonder problemen op drie <font color=red><b>motoren</b></font> doorvliegen ."
"motor/noun/ad19990831/5682"	4.55294598517718	5.19700027710989	"Al tijdens zijn studietijd maakte Che met een vriend per <font color=red><b>motor</b></font> een reis door Zuid-Amerika , dwars door Argentinië , door Chili , Peru , Colombia en Venezuela ."
"motor/noun/ad19990920/22715"	54.850582086877	-6.08201210342708	"" Het had van mij mogen blijven regenen , maar dan was de <font color=red><b>motor</b></font> ook kapot gegaan . ""
"motor/noun/ad19991004/2387"	-27.4588401610373	-65.3349305370713	"" Ik reed zelf op een <font color=red><b>motor</b></font> ."
"motor/noun/ad19991016/1420"	-20.4343103265891	-61.7577262966718	"Terwijl de ene fabrikant in een spetterende presentatie trots het laatste huzarenstukje presenteert , rijden er van de concurrentie alweer <font color=red><b>motoren</b></font> op de geheime testbaan met nog indrukwekkender cijfermateriaal ."
"motor/noun/ad19991028/69472"	14.4201191450645	-58.3331354091334	"SAMEN MET ZIJN zoon Joaquim Cooder , rijdt muzikant en producent Ry Cooder op een <font color=red><b>motor</b></font> met zijspan een Cubaanse straat in ."
"motor/noun/ad19991113/13256"	1.45049623274501	70.9567398728505	"De driecilinder <font color=red><b>motor</b></font> maakt een beschaafd grommend geluid ."
"motor/noun/ad19991127/40412"	-7.46671987593423	8.69623719846204	"De <font color=red><b>motor</b></font> heeft een uitlaat die onhoorbaar via het topje van de achterste mast de gassen loost ."
"motor/noun/ad19991204/50683"	0.310934673058363	0.220206071025884	"Al vallend en stuiterend leer je het monster onder de <font color=red><b>motoren</b></font> kennen en als je eenmaal met je kin op de tank ligt , kun je het asfalt onder je knieën voelen doorschieten ."
"motor/noun/ad19991216/63386"	1.86194115232898	67.8849915030744	"En in de auto merk je door geluiden van de <font color=red><b>motor</b></font> en van buiten toch amper iets van van die extra goede kwaliteit ."
"motor/noun/ad19991224/36753"	-24.1690457244999	68.0636305860351	"Bovendien heeft Chrysler met succes opgetreden tegen de trillingen , die in de vorige Neon nogal 'ns door de <font color=red><b>motor</b></font> aan het interieur werden doorgegeven ."
"motor/noun/ad19991229/23345"	-10.7175033515588	-39.1075920443647	"Indiase technici werden bij het vliegtuig gelaten om een der <font color=red><b>motoren</b></font> te repareren ."
"motor/noun/ad19991231/15801"	-36.6112655113253	-30.9704291727738	"Als de <font color=red><b>motor</b></font> van het vehikel eenmaal is gestart , klinkt een luid pruttelend geluid ."
"motor/noun/ad20000108/57705"	20.775515554582	11.4992899503855	"Mede dankzij de potente <font color=red><b>motor</b></font> is de Joice ook een uitstekende caravantrekker ."
"motor/noun/ad20000113/8261"	-65.6552931946932	8.70279222190726	"Later bleek er sprake van slijtage aan <font color=red><b>motor</b></font> , wielen en aandrijfassen ."
"motor/noun/ad20000219/4827"	-25.1830156590509	69.5421371194571	"De vijfcilinder <font color=red><b>motor</b></font> is een oude bekende ."
"motor/noun/ad20000226/52564"	27.1223509101646	52.6262136414205	"Het belooft een opwindende auto te worden , mede dankzij 2.2 liter <font color=red><b>motor</b></font> ( 147 pk ) die in het midden van de auto ligt , zijn lage gewicht ( 850 kg ) en het van aluminium gebouwde sportonderstel ."
"motor/noun/ad20000318/197"	4.67074544646781	-25.6180693785367	"In combinatie met de achterwielaandrijving en boven de achteras geplaatste <font color=red><b>motor</b></font> is dit een concept dat over het algemeen interesse wekt bij sportieve fijnproevers ."
"motor/noun/ad20000323/20611"	-48.4348349257814	37.8931655426018	"Een cabriolet Starfire met <font color=red><b>motor</b></font> die Rocket heet of een racewagen uit de jaren 70 van coureur James Hunt ."
"motor/noun/ad20000422/53412"	-13.5852922692601	-21.8168334025223	"De eerste knalden we op een vrachtwagen ; de <font color=red><b>motor</b></font> en de voortrein lagen op het asfalt , maar zelf hadden we niets ."
"motor/noun/ad20000506/56253"	64.5347486972679	-63.9116104910179	"Ook valt er weinig te klagen over de prestaties van de twee <font color=red><b>motoren</b></font> die voor de Maxima worden gebruikt ."
"motor/noun/ad20000506/56313"	6.4454374109155	45.4602893224543	"En alles gebeurt bijna in alle stilte , soms is de <font color=red><b>motor</b></font> amper te horen ."
"motor/noun/ad20000510/25860"	58.1416845658683	-5.43137603073407	"Ook het bericht dat zijn broer was getroffen door een hartinfarct kreeg hem niet van de <font color=red><b>motor</b></font> af ."
"motor/noun/ad20000520/30636"	29.5308611340954	55.175321808305	"De prijslijst begint met de C180 , die voortaan een 129 pk sterke 2,0 liter <font color=red><b>motor</b></font> heeft , voor ƒ70.500 ."
"motor/noun/ad20000603/46516"	29.6671573387304	36.1135458694343	"Hij kan alweer draaien , wenden en kappen " , zei Rijkaard over het herstel van zijn <font color=red><b>motor</b></font> op het middenveld ."
"motor/noun/ad20000613/26590"	12.2956815901305	-4.76434084967282	"De kracht van de <font color=red><b>motor</b></font> , zonder een toerenbegrenzer zoals in de twoseater , trilt door de oorwegen en zorgt bij menigeen voor kippenvel op de armen ."
"motor/noun/ad20000623/25895"	45.5675814951497	-44.818132255948	"Misschien heeft het er mee te maken dat onze <font color=red><b>motoren</b></font> in die tijd 15 kilo lichter waren of dat wij meer risico's durfden te nemen , maar dan nog . ""
"motor/noun/ad20000626/5234"	-57.6467400140152	-37.3396716978949	"Een echte Kever heeft de <font color=red><b>motor</b></font> achterin ."
"motor/noun/ad20000626/5241"	5.3066821629898	72.0293883870075	"En de <font color=red><b>motor</b></font> is luchtgekoeld : vandaar dat prachtige , wat pruttelende geluid . ""
"motor/noun/ad20000722/61755"	-50.3188344940984	10.3334613521433	"Maar ook Frankrijk , momenteel de <font color=red><b>motor</b></font> van de Europese economie , zit niet te wachten op renteverhogingen ."
"motor/noun/ad20000724/24254"	14.0629790422004	12.7696209074442	"Dat een coureur dát kan , op een in veel opzichten minderwaardige <font color=red><b>motor</b></font> , is ook nogal wat ."
"motor/noun/ad20000805/50232"	55.9063657963148	21.8078070254275	"Als de zeilen hoog in de mast staan en de <font color=red><b>motor</b></font> wordt uitgezet , neemt een weldadige stilte beslag van de ruimte ."
"motor/noun/ad20000822/42618"	-54.1117051861754	-37.9250771233865	"Zijn eerste vraag toen hij uit zijn coma ontwaakte was : ` hoe is het met mijn <font color=red><b>motor</b></font> ' ."
"motor/noun/ad20000902/16873"	34.1087935209523	16.3383245212772	"Die <font color=red><b>motor</b></font> vertoont een wonderbaarlijk fraaie en sportieve trekkracht ( 310 Nm bij 1900 tpm ) ."
"motor/noun/ad20000902/46941"	62.923416337944	-62.406975341254	"De <font color=red><b>motor</b></font> levert formidabele prestaties , zeker wanneer we weten dat de Tino 1345 kg weegt ."
"motor/noun/ad20000909/75947"	20.5429669886146	3.08653846346598	"Daarbij komt dat de <font color=red><b>motor</b></font> ook nog hoge toerentallen aankan en daarmee uitnodigt tot sportief rijgedrag ."
"motor/noun/ad20000916/35116"	4.24376709279818	-94.7656641429503	"En ook voor het milieu zegt hij al langer oog te hebben : " Ik zeg nu al tegen de leerlingen dat ze voor spoorbomen of een open brug de <font color=red><b>motor</b></font> moeten afzetten ."
"motor/noun/ad20000916/65360"	10.5748202619303	3.82184425784937	"Het resultaat ( variëren op één thema is een kunst ) is een <font color=red><b>motor</b></font> die niet verrast , maar wel klopt : de Dyna Super Glide Sport ."
"motor/noun/ad20000921/65940"	-36.1939993959755	-42.4297562299271	"Zolang particulieren en het bedrijfsleven in de vorm van bezorgdiensten en vrachtvervoer nog ongebreideld omwonenden , van locaties waar gekocht of afgeleverd moet worden , treiteren met een half uur lang stationair draaiende <font color=red><b>motoren</b></font> en gierende nutteloos brullende koelaggregaten , is er nog geen probleem met de brandstofprijs ."
"motor/noun/ad20000925/11436"	-21.9045914329365	-66.9286855016692	"Hij wijst erop dat motoren geen files veroorzaken , maar er tussendoor rijden , en doordat zij niet stilstaan met lopende <font color=red><b>motor</b></font> , is er ook geen extra milieuvervuiling ."
"motor/noun/ad20000930/63612"	-21.3583639859589	-23.2858554732447	"Waar tot voor kort racewagens met 700 pk sterke <font color=red><b>motoren</b></font> het asfalt teisterden , heerst nu rust ."
"motor/noun/ad20000930/708"	18.1605093843877	0.544440565525118	"Het is een opvallend pittige <font color=red><b>motor</b></font> , waarmee de Rio kranig en luid presteert ."
"motor/noun/ad20001124/43714"	63.6645260374767	-16.2656138048658	"Een monteur kan een kapotte <font color=red><b>motor</b></font> perfect repareren , omdat hij begrijpt hoe die werkt ."
"motor/noun/ad20001223/35142"	25.5048120639114	47.8162809006344	"De 2,0 liter viercilinder is een moderne <font color=red><b>motor</b></font> met variabele klepopening ( VVT-i ) ."
"motor/noun/ad20001230/57894"	30.2944932003266	48.2235247419513	"Voor dat geld krijg je de 2,0 liter <font color=red><b>motor</b></font> die met z'n beperkte capaciteiten weinig spektakel belooft ."
"motor/noun/ad20010105/27758"	-2.39499266807522	5.88190707757397	"Henk Vercoelen had wel een probleem met zijn <font color=red><b>motor</b></font> ."
"motor/noun/ad20010130/6104"	19.6694396873799	-22.3894489495996	"De <font color=red><b>motor</b></font> is nieuw en op het gebied van de aerodynamica valt vooral de lage neus op van de F2001 ."
"motor/noun/ad20010206/36474"	-49.5272743613485	-37.3078149904258	"Met twee <font color=red><b>motoren</b></font> is te duur ""
"motor/noun/ad20010215/52517"	-26.10914435171	40.8686569361707	"Cocaïne is de witte <font color=red><b>motor</b></font> van de zware misdaad ."
"motor/noun/ad20010301/51773"	47.7867898641861	-38.3197763563494	"De nieuwe Ferrari <font color=red><b>motor</b></font> met tien cylinders weegt slechts 94 kilo ."
"motor/noun/ad20010319/37114"	-18.8885536789896	-32.6020740671853	"De verdachten hadden de <font color=red><b>motoren</b></font> in een busje geladen en scheurden met de politie achter zich aan door Uden , Mariaheide en Veghel ."
"motor/noun/ad20010331/83496"	30.7917291389671	-3.74357471055376	"En straks gaat -ie bij de volgende achter slot en grendel , als een Rembrandt met een <font color=red><b>motor</b></font> ."
"motor/noun/ad20010423/32381"	-53.1615123859412	53.3402381042444	"" Ik heb hem vanaf de <font color=red><b>motor</b></font> voortdurend proberen af te remmen , maar Aiduna viel vandaag niet te coachen " , aldus deverbitterde Nijboer ."
"motor/noun/ad20010428/53925"	22.6795093834812	47.2179146097658	"Een pittige 1,6 liter <font color=red><b>motor</b></font> drijft de voorwielen aan en doet dat via een perfect schakelende vijfbak ."
"motor/noun/ad20010519/50431"	22.7570533860523	44.7735451311079	"Onder de motorkap snort een 2,5 liter V6 <font color=red><b>motor</b></font> ."
"motor/noun/ad20010525/6196"	-72.543442092947	-15.774437713961	"Achter Van de Reijts bureau hangt een kleurig doek van schilder en dichter Hans Verhagen , Het schrikbewind van rozen , dat de uitgeverij kocht toen Verhagen , die met Rozen en <font color=red><b>Motoren</b></font> bij Nijgh debuteerde , weer bij de uitgeverij terugkeerde ."
"motor/noun/ad20010601/958"	-31.1370888268524	-42.7553930505784	"Heupwiegend proberen ze de aandacht te trekken van de groeiende rij automobilisten die met draaiende <font color=red><b>motor</b></font> op hun beurt wachten ."
"motor/noun/ad20010614/23624"	5.05533887370436	-111.74591322898	"Ze gaan ook naar het theater , de film , rijden <font color=red><b>motor</b></font> . ""
"motor/noun/ad20010702/30921"	11.6072297486327	-65.3144185872124	"Meteen na het afvlaggen van de 500cc-race parkeerde Jurgen van den Goorbergh zijn <font color=red><b>motor</b></font> voor ` zijn ' tribune : de Strubben ."
"motor/noun/ad20010707/41201"	-30.0512932951448	7.45447583523863	"Wagens werden ontdaan van niet essentiële zaken als spatborden en fabrikanten piekerden zich suf over snellere versies van de <font color=red><b>motoren</b></font> ."
"motor/noun/ad20010709/25917"	22.1635281184739	-58.5215447677635	"Barry Veneman moest tegen het eind van de race zijn <font color=red><b>motor</b></font> in de garage parkeren vanwege een kapotte versnelling ."
"motor/noun/ad20010714/16246"	48.1353280449831	-33.1072192675795	"Voor een dieselmotor heeft de <font color=red><b>motor</b></font> een relatief laag gewicht van 185 kilo , omdat hij ook volledig van aluminium ( inclusief de cilinderkop ) is gemaakt ."
"motor/noun/ad20010728/37649"	21.1821178310156	60.3557511056391	"Een <font color=red><b>motor</b></font> is ontzettend belangrijk ."
"motor/noun/ad20010825/28833"	46.359243205015	-48.5953415744289	"De <font color=red><b>motor</b></font> heeft geen enkele moeite met deze reus van 2200 kilo ."
"motor/noun/ad20010914/3900"	20.8555347029054	-41.6557468611574	"Niet alleen levert het bedrijf de <font color=red><b>motoren</b></font> voor de racewagens , ook kocht Renault het complete team van Benetton op ."
"motor/noun/ad20010915/45393"	40.4503213976873	-14.8471533376117	"Het maakt de <font color=red><b>motor</b></font> niet alleen zuiniger en ` schoner ' ( Euro4-norm ) maar ook levendig ."
"motor/noun/ad20010917/47237"	-4.41719188091337	-75.4430094611713	"De <font color=red><b>motor</b></font> begaf het ."
"motor/noun/ad20011006/71246"	43.172829128083	3.77060189735411	"Beide versies hebben wel dezelfde <font color=red><b>motor</b></font> : een moderne en volgens oud Suzuki-gebruik onverwoestbare viercilinder 1,3 liter , goed voor 81 pk ."
"motor/noun/ad20011006/71268"	21.618188128865	52.8898871271633	"Aan die <font color=red><b>motor</b></font> is een goed schakelende vijfbak gekoppeld , een perfecte combinatie voor de slechts 855 kilo wegende Ignis ."
"motor/noun/ad20011013/82650"	-30.3041903709939	28.2839830887401	"Het casco , de romp , het staartstuk , de vleugels , de systemen en de <font color=red><b>motor</b></font> mogen geen enkel defect vertonen . ""
"motor/noun/ad20011020/11041"	26.6379190584689	69.8367444891635	"Auto's en <font color=red><b>motoren</b></font> waren uitgebrand . ""
"motor/noun/ad20011020/43850"	-2.55724713100087	37.5721599136982	"De <font color=red><b>motor</b></font> is een waar juweel ."
"motor/noun/ad20011029/11988"	11.3883286362258	-15.0178715933513	"De <font color=red><b>motor</b></font> van Delta Sport hapert ."
"motor/noun/ad20011103/58820"	19.2270550732005	40.643014461895	"De <font color=red><b>motor</b></font> klinkt af en toe als een traditionele diesel ."
