"topic"	"V1"	"V2"	"context"
"motor/noun/ad19990125/25007"	3.57166777239432	-57.2366956574371	"Oké , de BMX ( Bicycle Motocross , in 1971 in de VS ontstaan door hunkerende jongeren die nog niet op de <font color=red><b>motor</b></font> mochten rijden ) ziet er stoer uit ; een snel pak en dito helm doen de rest ."
"motor/noun/ad19990130/7214"	-20.8668981605809	-28.2894066870448	"` Allerlei motorwagens , <font color=red><b>motoren</b></font> en automobielen . '"
"motor/noun/ad19990202/11472"	-48.2154845991061	-47.6657646417961	"De Italiaanse politie heeft deze week beslag gelegd op zes van de rubberboten , die zijn uitgerust met <font color=red><b>motoren</b></font> van 750 pk ."
"motor/noun/ad19990415/67839"	-78.9838025577374	14.3805516760094	"De kans op diefstal van <font color=red><b>motoren</b></font> die met dit elektronisch merkteken zijn uitgerust , blijkt aanzienlijk kleiner ( 0,4 procent ) te zijn dan bij motoren zonder chip ( 8,6 procent ) ."
"motor/noun/ad19990415/67859"	-64.8839934738843	14.3193929814247	"De kans op diefstal van motoren die met dit elektronisch merkteken zijn uitgerust , blijkt aanzienlijk kleiner ( 0,4 procent ) te zijn dan bij <font color=red><b>motoren</b></font> zonder chip ( 8,6 procent ) ."
"motor/noun/ad19990512/17764"	-10.4728740324777	-11.0130622153204	"De installatie van anti-diefstalchips bij bromscooters en <font color=red><b>motoren</b></font> stagneert ernstig , zo stelt de Stichting Aanpak Voertuigcriminaliteit ( AVC ) ."
"motor/noun/ad19990512/18148"	-68.9998377066467	17.5111167807486	"Van de <font color=red><b>motoren</b></font> is 75 procent verzekerd tegen diefstal ."
"motor/noun/ad19990522/86744"	8.30644955511901	-56.6562015574557	"Bovendien zijn de riemaandrijving en de eencilinder <font color=red><b>motor</b></font> bijzonder onderhoudsvriendelijk ."
"motor/noun/ad19990608/3217"	75.8529802132598	33.1748907939869	"Ik rij gemiddeld 1:11 en zo'n 7500 km per jaar , de <font color=red><b>motor</b></font> is aangepast voor Euroloodvrij ."
"motor/noun/ad19990614/33284"	50.4760148034381	-11.2451988289544	"Nog voor hij de bocht in wil sturen , hoort Lammers een ` vervelend ' geluid achterin de <font color=red><b>motor</b></font> ."
"motor/noun/ad19990614/33296"	50.2960283416919	-7.30343584049171	"Een fractie van een seconde later begeeft de <font color=red><b>motor</b></font> het en glijdt de wagen geruisloos verder ."
"motor/noun/ad19990621/36690"	9.28765184850841	-44.3435597853228	"Domme vraag ook ; zij rijden <font color=red><b>motor</b></font> voor de kost ."
"motor/noun/ad19990721/10311"	33.3964796931953	-55.94230424911	"De <font color=red><b>motoren</b></font> worden gestart ."
"motor/noun/ad19990721/3203"	76.6957297576605	27.4688737166846	"Minister Netelenbos ( Verkeer ) opperde enige tijd geleden deze <font color=red><b>motoren</b></font> , die ruim 300 kilometer per uur halen , te verbieden ."
"motor/noun/ad19990726/3684"	-27.6862600865589	72.0222225151546	"In de warme maanden zijn er meer <font color=red><b>motoren</b></font> op de weg dan in de rest van het jaar ."
"motor/noun/ad19990910/40722"	3.38694738645434	57.2752374807476	"Hoe kan een automobilist nu snel aan de zijkant van de van rechts komende tweewieler zien of hij met een <font color=red><b>motor</b></font> , een brommer , een motorscooter of een normale scooter te maken heeft ?"
"motor/noun/ad19990916/32572"	-0.607920431038324	-28.3011973641526	"Nu al wordt aan <font color=red><b>motoren</b></font> vaak geen voorrang verleend wanneer ze hier recht op hebben , doordat mensen denken met een scooter te maken te hebben ."
"motor/noun/ad19990929/38567"	-101.016098341929	-77.9222556184678	"Die activiteit wordt voortgezet door de leverancier van de <font color=red><b>motor</b></font> , het Duitse Sachs ."
"motor/noun/ad19990930/6633"	-21.0558399540595	-49.1436940092612	"Het niet meer bestaande merk Indian bracht in de eerste helft van deze eeuw <font color=red><b>motoren</b></font> op de markt met de namen Scout en Chief ."
"motor/noun/ad19991016/58073"	-28.4601265259757	74.5296898142935	"En als de nieuwe eigenaar elke dag eventjes met warme gevoelens naar zijn klassieke <font color=red><b>motor</b></font> kijkt en ervan geniet , dan heeft hij nog gelijk ook . ""
"motor/noun/ad19991016/58108"	3.91742420343659	59.4214733383705	"De tentoonstelling Hollandsch Fabrikaat , die tijdens de MotoRai te zien is , bestaat voor een groot deel uit <font color=red><b>motoren</b></font> , brommers en scooters van particulieren ."
"motor/noun/ad19991016/58892"	-0.553752824445931	55.0082986708483	"Te zien zijn <font color=red><b>motoren</b></font> , bromfietsen , scooters , accessoires , clubs en informatieve stands over onder meer verzekeringen , trainingen en vakanties ."
"motor/noun/ad19991126/3435"	-56.0841618021767	-25.1907815253358	"Zo spoten de mannen op het terrein van hun bedrijf heimelijk olie over de <font color=red><b>motor</b></font> van een aangeboden auto ."
"motor/noun/ad19991127/57053"	-33.2928989608612	-18.6304283968002	"De KLM denkt dat een verzelfstandigde TD , onder de paraplu van een grote speler , kans blijft maken op een leidende rol in de engineering en serviceonderhoud van <font color=red><b>motoren</b></font> en componenten ."
"motor/noun/ad19991223/72130"	37.5730760087877	0.204851053817645	"Wat de <font color=red><b>motor</b></font> waard is ?"
"motor/noun/ad20000108/58540"	41.1645240359682	36.7585954681006	"Hei'j dat dan neit in de kroant gelèzen ? " zegt de man tussen twee voorbijknetterende <font color=red><b>motoren</b></font> in , als we melden dat we toch echt deze kant op moeten ."
"motor/noun/ad20000226/71095"	-42.4208200695109	-66.5844237039382	"De 1540 kilo zware Porsche 911 Turbo heeft een 3,6 liter grote watergekoelde <font color=red><b>motor</b></font> achterin met twee turbo's ."
"motor/noun/ad20000229/3217"	19.9854236155054	-1.04261252077537	"Als de eerste schep zand over de kisten wordt gegooid , hoor je al <font color=red><b>motoren</b></font> ronken en wegrijden ."
"motor/noun/ad20000309/51755"	-10.3458114368864	37.2754926188798	"Zaterdag is de Jaarbeurs niet alleen volgepakt met oude auto's , maar ook met <font color=red><b>motoren</b></font> , scooters , fietsen en een enkele tractor ."
"motor/noun/ad20000311/37158"	-16.3707874014897	57.2679997144717	"Zelfs onderdelen voor zijn <font color=red><b>motor</b></font> moest hij uit eigen zak betalen ."
"motor/noun/ad20000311/52003"	-5.33673029795843	10.6619930780542	"Er ontstond opschudding in het vliegtuig , waarna de piloot vertelde dat het stuk metaal , achtergelaten door grondpersoneel , moest worden weggehaald omdat het anders in een <font color=red><b>motor</b></font> terecht zou kunnen komen ."
"motor/noun/ad20000311/52461"	-13.5104994874094	-48.6537181467439	"DE <font color=red><b>MOTOR</b></font> van de toekomst , de C1 van BMW , staat voorlopig niet in de Nederlandse showrooms ."
"motor/noun/ad20000401/35760"	3.50702932793178	-21.72403846887	"Het wemelt van de <font color=red><b>motoren</b></font> , auto's en bussen ."
"motor/noun/ad20000428/41714"	11.1633193415828	57.6811652529128	"De <font color=red><b>motor</b></font> en scooter zijn nog steeds ` hot ' ."
"motor/noun/ad20000428/41735"	-61.5876077321674	9.9756436820138	"De eerste drie maanden van dit jaar werden 6042 <font color=red><b>motoren</b></font> verkocht , 20 procent meer dan een jaar geleden , aldus de RAI ."
"motor/noun/ad20000504/59535"	9.78019095132763	-24.5101100805012	"Het is koud en dat is goed te merken : veel automobilisten wachten met draaiende <font color=red><b>motor</b></font> tot de pont komt ."
"motor/noun/ad20000506/38989"	-47.6510230541717	-22.5098431270712	"Hard rijden staat bekend als gevaarlijk en slecht voor het milieu ; toch zijn snelle auto's en <font color=red><b>motoren</b></font> populairder dan ooit ."
"motor/noun/ad20000518/39611"	0.117413773172076	48.5356140844882	"Dat zijn auto's , <font color=red><b>motoren</b></font> , scooters , tractoren , brommobielen en bromfietsers ."
"motor/noun/ad20000615/2907"	-11.1162383887209	54.8934370205258	"Fietsers staan in laatstgenoemde landen te boek als armoedzaaiers , die geen auto , <font color=red><b>motor</b></font> of scooter kunnen betalen ."
"motor/noun/ad20000621/39037"	39.0189641343926	46.8120592682966	"De politie greep hard in en dreef te voet , te paard en op de <font color=red><b>motor</b></font> de menigte van ongeveer 10.000 mensen uiteen met knuppels en rubberen kogels ."
"motor/noun/ad20000624/59890"	-77.531054589538	15.5210279220183	"Elke dag verdwijnen 100 auto's en <font color=red><b>motoren</b></font> ."
"motor/noun/ad20000703/38975"	72.6595030030132	32.2879035620783	"Dik 100 kilometer verder haperde de <font color=red><b>motor</b></font> van de Nederlander ."
"motor/noun/ad20000704/27005"	-37.870793420627	24.7682745897985	"De Vos , voor het achtste jaar aan de formatie van Raas verbonden , somt de snufjes op die zijn bus nóg unieker maken : een satellietschotel op het dak waarmee waar ook in Europa de Nederlandse televisiekanalen kunnen worden ontvangen ; een watervoorraad van 700 liter , een aggregaat die de airco kan bedienen , zodat de <font color=red><b>motor</b></font> niet langer hoeft te draaien ; Een doucheruimte met drie douches en toilet ; een faxapparaat ; vier televisietoestellen ; een navigatiesysteem dat hem feilloos op de plaats van bestemming brengt ; electrische rolschermen voor de voorruit ."
"motor/noun/ad20000719/7374"	-8.68826836088903	-39.001087701047	"Op de <font color=red><b>motor</b></font> adem je de Tour pas écht in ."
"motor/noun/ad20000722/34786"	-6.90544803878929	37.8828522119739	"In de steden zijn vaak meerdere bedrijfjes die behalve auto's ook <font color=red><b>motoren</b></font> en scooters aanbieden ."
"motor/noun/ad20000817/52246"	42.2148232337731	-29.9531886847657	"De oplaadbare step Zappy - de <font color=red><b>motor</b></font> wordt van stroom voorzien via een accu - ziet er flitsend uit ."
"motor/noun/ad20000925/11387"	16.9398170004534	-32.1175652663657	"De politie liet de <font color=red><b>motoren</b></font> daarom in blokken de stad uit ."
"motor/noun/ad20000925/11419"	8.45351737480419	-49.7013140487883	"Hij wijst erop dat <font color=red><b>motoren</b></font> geen files veroorzaken , maar er tussendoor rijden , en doordat zij niet stilstaan met lopende motor , is er ook geen extra milieuvervuiling ."
"motor/noun/ad20000925/11436"	10.6581080391756	-51.3383816640525	"Hij wijst erop dat motoren geen files veroorzaken , maar er tussendoor rijden , en doordat zij niet stilstaan met lopende <font color=red><b>motor</b></font> , is er ook geen extra milieuvervuiling ."
"motor/noun/ad20000927/42090"	-8.82373992289731	-31.7517877738243	"Ik kreeg als deelnemer aan de MAG-run tegen rekeningrijden voor <font color=red><b>motoren</b></font> het afgelopen weekeinde een heel andere indruk ."
"motor/noun/ad20000927/42133"	-11.9932586702785	57.6606957630904	"Nou , dat bereik je met een <font color=red><b>motor</b></font> of een scooter !"
