token	label	LeNC44.L1LLRx5.x	LeNC44.L1LLRx5.y	LeNC77.L1LLR.x	LeNC77.L1LLR.y	LeNC44.L1LLR.x	LeNC44.L1LLR.y	LeNC77.L1LLRx5.x	LeNC77.L1LLRx5.y	LeNC44.ppmi.x	LeNC44.ppmi.y	LeNC77.ppmi.x	LeNC77.ppmi.y	text
pony/noun/BL_20000718_01/35154	a	9.85910251517	-0.702460631591	-5.11069538425	-3.72013568819	-1.26589010694	6.44635867961	-1.81171179814	-5.86118321701	6.55207185141	5.97897601705	7.37305266787	1.44912490589	"A5 <font color=""red"">pony's</font> : 1 ."
pony/noun/ad20041124/23478	a	-0.651834356275	-4.37546368258	-1.51062783455	0.702557230327	3.94254323258	-0.0679156823603	-1.59497876854	0.456147477831	0.764203917615	2.09084174924	1.98676862197	-0.202594133995	"Met mijn <font color=""red"">pony's</font> doe ik ook mee aan wedstrijden , dat is echt het allerleukste ."
pony/noun/ad20041127/32602	a	-2.04550575649	-2.17518580987	1.7326138651	2.3600191365	2.56496429285	-0.677440312601	1.5029735626	2.48728273134	-0.856029769956	0.493089427726	-0.700697616231	-0.660892856611	"Het gebeurt soms al dat <font color=""red"">pony's</font> kinderen bijten of omverlopen ."
pony/noun/nrc19980926/209	a	0.342699854395	-1.32788299983	-0.560959616854	2.37963555801	2.10784056824	0.683047033324	-0.718192988367	2.11063510196	-1.64794036183	1.79173820616	0.596004616277	-2.2431994717	"Op haar schriftelijk verzoek aan de Amsterdamse deelraad een <font color=""red"">pony</font> te mogen stallen in het Vondelpark , kwam het bericht dat de brief in behandeling is ."
pony/noun/nrc19990708/14751	a	1.78971140639	-1.64438973844	-1.9514106023	2.18304687174	1.73537514634	1.6235906606	-1.73612132535	1.2773913026	1.46378223206	6.40193660337	6.94819300811	-0.823005678478	"Zijn vader bezit een aantal <font color=""red"">pony's</font> ."
pony/noun/nrc19991210/102134	a	-2.0711159318	3.36240957177	3.17459492118	-0.873548238134	-1.14022142033	-1.80135427674	2.91675993832	-0.467538815491	2.01363469552	-2.24363321556	-1.11266684711	2.76713776647	"In de circuspiste dansen veertien paarden : vrolijke <font color=""red"">pony's</font> en deftige schimmels ."
pony/noun/nrc19991210/102151	a	0.371753594055	-3.90845443982	-1.19068766399	2.73175222377	3.22219307115	0.356847618254	-1.92577011465	1.99022970048	-0.265874275943	3.18163717214	1.9696568645	-2.32965011172	"Een <font color=""red"">pony</font> moet op een grote bal lopen , maar hij glijdt eraf omdat hij zijn sokken nog aan heeft ."
pony/noun/nrc19991210/102378	a	-5.86664204134	8.25128476378	0.0644013567049	-8.28832063349	-5.56916497543	-3.14242739892	-7.47860225983	2.16008922499	-0.938037432172	3.46315894606	5.21392737374	2.6428407385	"Layla Jamari ( 8 ) opent als <font color=""red"">pony</font> het paardjesnummer ."
pony/noun/nrc19991210/102828	a	1.07021072206	-0.559737807943	0.704028768466	2.10314666682	1.71194456433	1.01838153186	0.310557943543	2.08655006518	-0.283369739667	1.2847150257	-0.285948720861	-0.879990577768	"De kinderen rennen om ze heen verkleed als <font color=""red"">pony's</font> ."
pony/noun/nrc20000818/13436	a	1.48798556642	-1.02701447711	-0.0768909172962	2.89566230052	1.71629462171	1.08861203518	-0.500167591852	2.24111938871	-0.898054683596	1.95822512807	1.25080258477	-1.31395533777	"` Ons heeft een merkwaardig Verhaal bereikt over de Twee-Benige <font color=""red"">Pony</font> ."
